,Name,Class,Rating,Total Rater,Price,Area,AirConditioner,Bar,Pool,Spa,FitenessCenter,Restaurant,HotTub
762,The Alana Hotel & Conference Center Malioboro,4-star hotel,4.5,"(9,661)","IDR 625,165",Jogjakarta,True,False,True,True,True,True,False
763,Kimaya Sudirman Yogyakarta by Harris,4-star hotel,4.5,"(5,041)","IDR 509,050",Jogjakarta,True,False,True,True,True,False,True
764,Grand Ambarrukmo Yogyakarta,4-star hotel,4.7,"(3,711)","IDR 780,520",Jogjakarta,True,True,True,True,True,False,False
765,Ros-In Hotel Yogyakarta,4-star hotel,4.4,"(3,799)","IDR 353,128",Jogjakarta,True,False,True,True,True,False,True
766,Prime Plaza Hotel Jogjakarta,4-star hotel,4.5,"(3,593)","IDR 581,175",Jogjakarta,True,False,True,True,True,False,True
767,Grand Senyum Hotel Yogyakarta,4-star hotel,4.5,"(1,646)","IDR 703,120",Jogjakarta,True,True,True,True,False,True,False
768,Hotel New Saphir Yogyakarta,4-star hotel,4.5,"(4,658)","IDR 508,362",Jogjakarta,True,True,True,False,True,True,False
769,Harper Malioboro Yogyakarta,4-star hotel,4.6,"(7,266)","IDR 616,881",Jogjakarta,True,True,True,True,False,True,False
770,Gaia Cosmo Hotel,4-star hotel,4.6,"(4,722)","IDR 636,000",Jogjakarta,True,False,True,False,True,True,False
771,Novotel Suites Yogyakarta Malioboro,4-star hotel,4.7,"(1,681)","IDR 1,205,027",Jogjakarta,True,True,True,True,True,False,False
772,Grand Rohan Jogja,4-star hotel,4.7,"(6,775)","IDR 509,135",Jogjakarta,True,False,True,True,False,True,False
773,Hotel Santika Premiere Jogja,4-star hotel,4.6,"(5,769)","IDR 1,009,260",Jogjakarta,True,True,True,True,True,False,False
774,Tara Hotel Yogyakarta,4-star hotel,4.4,"(3,786)","IDR 423,635",Jogjakarta,True,True,False,True,True,False,False
775,Cavinton Hotel Yogyakarta by Tritama Hospitality,4-star hotel,4.4,"(5,240)","IDR 498,500",Jogjakarta,True,False,True,True,True,False,True
776,Horison Ultima Riss Malioboro Yogyakarta,4-star hotel,4.5,"(3,748)","IDR 943,076",Jogjakarta,True,False,True,True,True,True,False
777,Grand Zuri Malioboro Hotel,4-star hotel,4.6,"(7,945)","IDR 832,868",Jogjakarta,True,True,True,True,True,False,False
778,Abadi Malioboro Jogja by Tritama Hospitality,4-star hotel,4.4,"(3,031)","IDR 451,407",Jogjakarta,True,True,True,False,False,True,False
779,éL Hotel Royale Yogyakarta Malioboro,4-star hotel,4.5,"(1,914)","IDR 1,750,632",Jogjakarta,True,False,True,False,False,True,False
780,KJ Hotel Yogyakarta,4-star hotel,4.5,"(4,363)","IDR 628,291",Jogjakarta,True,False,True,True,True,False,True
781,Royal Malioboro by ASTON,4-star hotel,4.8,(729),"IDR 3,950,100",Jogjakarta,True,False,False,True,False,True,False
782,Grand Inna Malioboro,4-star hotel,4.6,"(16,062)","IDR 809,074",Jogjakarta,True,False,True,True,True,False,True
784,Hasian Malioboro Motel,4-star hotel,3.8,(415),"IDR 268,736",Jogjakarta,True,False,False,False,False,False,False
787,Royal Ambarrukmo Yogyakarta,5-star hotel,4.7,"(14,926)","IDR 1,517,374",Jogjakarta,True,True,True,True,True,False,False
788,The Phoenix Hotel Yogyakarta - MGallery Collection,5-star hotel,4.6,"(4,404)","IDR 825,381",Jogjakarta,True,True,True,True,True,False,False
789,Grand Mercure Yogyakarta Adi Sucipto,5-star hotel,4.6,"(8,050)","IDR 652,515",Jogjakarta,True,True,True,True,True,False,False
790,Hotel Tentrem Yogyakarta,5-star hotel,4.8,"(12,771)","IDR 2,645,905",Jogjakarta,True,False,True,True,True,False,True
791,Jambuluwuk Malioboro Hotel,5-star hotel,4.4,"(5,619)","IDR 754,915",Jogjakarta,True,False,True,True,True,False,True
792,ARTOTEL Suites Bianti - Yogyakarta,5-star hotel,4.8,(304),"IDR 758,116",Jogjakarta,True,True,True,True,True,False,False
793,Royal Ambarrukmo Yogyakarta,5-star hotel,4.7,"(14,928)","IDR 494,670",Jogjakarta,True,True,True,True,True,False,False
794,The Phoenix Hotel Yogyakarta - MGallery Collection,5-star hotel,4.6,"(4,405)","IDR 819,432",Jogjakarta,True,True,True,True,True,False,False
795,Meliá Purosani Yogyakarta,5-star hotel,4.6,"(10,042)","IDR 1,411,850",Jogjakarta,True,False,True,True,True,False,True
796,Yogyakarta backpacker 1,5-star hotel,4.3,(3),"IDR 208,332",Jogjakarta,False,False,False,False,False,False,False
797,Capsule Homestay,2-star hotel,3.9,(631),"IDR 104,545",Surabaya,True,False,False,False,False,False,False
798,OYO 469 Bumi Banyu Bening Syariah,2-star hotel,4.3,(201),"IDR 150,339",Surabaya,True,False,False,False,False,False,False
799,POP! Hotel Gubeng,2-star hotel,4.2,"(4,230)","IDR 254,339",Surabaya,True,False,True,False,True,True,False
800,Bella Hotel Surabaya,2-star hotel,4,"(1,181)","IDR 217,299",Surabaya,True,False,False,False,False,True,False
801,ibis budget Surabaya Diponegoro,2-star hotel,4.4,"(1,872)","IDR 261,989",Surabaya,True,False,False,False,False,True,False
802,favehotel MEX Tunjungan Surabaya,2-star hotel,4.2,"(5,578)","IDR 229,290",Surabaya,True,False,False,False,True,True,False
803,Emerald Hotel Surabaya,2-star hotel,4.2,(797),"IDR 218,674",Surabaya,True,False,False,False,False,True,False
804,Collection O 11 Life Style Surabaya,2-star hotel,4.3,"(1,459)","IDR 352,389",Surabaya,True,False,True,False,True,True,False
805,Zest Hotel,2-star hotel,4.3,"(3,158)","IDR 230,621",Surabaya,True,False,False,False,False,True,False
806,News Hotel Surabaya,2-star hotel,4.2,"(1,714)","IDR 220,906",Surabaya,True,False,False,False,False,True,False
807,Amaris Hotel Margorejo Surabaya,2-star hotel,4.4,"(2,752)","IDR 234,323",Surabaya,True,False,False,False,False,True,False
808,POP! Hotel Stasiun Kota - Surabaya,2-star hotel,4.3,"(2,494)","IDR 239,360",Surabaya,True,False,False,False,False,True,False
809,Hotel 88,2-star hotel,4.3,"(2,601)","IDR 360,000",Surabaya,True,False,False,False,False,True,False
810,POP! Hotel Diponegoro - Surabaya,2-star hotel,4.4,"(4,656)","IDR 233,795",Surabaya,True,False,False,False,False,True,False
811,Capsule Homestay,2-star hotel,3.9,(631),"IDR 104,545",Surabaya,True,False,False,False,False,False,False
812,OYO 469 Bumi Banyu Bening Syariah,2-star hotel,4.3,(201),"IDR 150,339",Surabaya,True,False,False,False,False,False,False
813,POP! Hotel Diponegoro - Surabaya,2-star hotel,4.4,"(4,656)","IDR 233,795",Surabaya,True,False,False,False,False,True,False
814,Hersya Front One Boutique Hotel Surabaya,2-star hotel,4.4,"(1,142)","IDR 236,947",Surabaya,True,False,False,False,False,True,False
815,Hotel Sahid Surabaya,2-star hotel,4.1,"(4,247)","IDR 365,000",Surabaya,True,False,False,True,True,True,False
816,Hotel 88 Embong Kenongo,2-star hotel,4.3,"(1,954)","IDR 277,328",Surabaya,True,False,False,False,False,True,False
817,Amaris Hotel Embong Malang Surabaya,2-star hotel,4.3,"(2,985)","IDR 232,182",Surabaya,True,False,False,False,False,True,False
818,Hotel Evora Surabaya,2-star hotel,4.3,"(1,829)","IDR 238,060",Surabaya,True,False,False,False,False,True,False
819,Nite & Day Hotel Kedungdoro,2-star hotel,4.4,(692),"IDR 218,913",Surabaya,True,False,False,False,False,True,False
820,Cleo Hotel Basuki Rahmat,2-star hotel,4.1,(961),"IDR 270,362",Surabaya,True,False,False,False,False,True,False
821,OYO 90380 Andalus Hotel Syariah,2-star hotel,3.7,(397),"IDR 104,214",Surabaya,True,False,False,False,False,False,False
822,Bed and Breakfast Hotel Surabaya,2-star hotel,4.1,(480),"IDR 225,743",Surabaya,False,False,False,False,False,False,False
823,Hotel 88 Kedungsari,2-star hotel,4.4,"(2,102)","IDR 255,429",Surabaya,True,False,False,False,False,True,False
824,THE WIN Hotel,2-star hotel,4.2,"(1,332)","IDR 242,444",Surabaya,True,False,False,False,False,True,False
825,Capsule Homestay,2-star hotel,3.9,(631),"IDR 104,545",Surabaya,True,False,False,False,False,False,False
826,OYO 469 Bumi Banyu Bening Syariah,2-star hotel,4.3,(201),"IDR 150,339",Surabaya,True,False,False,False,False,False,False
827,DEKA HOTEL SURABAYA HR MUHAMMAD,2-star hotel,4.4,(607),"IDR 270,810",Surabaya,True,False,False,True,False,True,False
828,OYO Flagship 1575 Urban 18,2-star hotel,3.6,(353),"IDR 104,826",Surabaya,True,False,False,False,False,True,False
829,OYO 231 Hotel Andita Syariah,2-star hotel,4.2,(671),"IDR 115,593",Surabaya,True,False,False,False,False,False,False
830,OYO 157 We Stay Residence,2-star hotel,3,(195),"IDR 65,441",Surabaya,True,False,False,False,False,False,False
831,OYO 179 68 Residence,2-star hotel,4.1,(261),"IDR 70,426",Surabaya,True,False,False,False,False,False,False
832,OYO Flagship 3688 Pot Art,2-star hotel,3.9,(281),"IDR 113,560",Surabaya,True,False,False,False,False,False,False
833,D'Paragon Kalijudan Surabaya,2-star hotel,4.4,(387),"IDR 184,110",Surabaya,True,False,False,False,False,False,False
834,RedDoorz Plus near Galaxy Mall,2-star hotel,3.8,(243),"IDR 104,854",Surabaya,True,False,False,False,False,True,False
835,OYO 2075 Graha Marina,2-star hotel,4.2,(159),"IDR 170,112",Surabaya,True,False,False,False,False,False,False
836,Grace Setia Hotel,2-star hotel,4.1,(709),"IDR 692,312",Surabaya,True,False,False,False,False,True,False
837,SPOT ON 90110 A1 Pakis Argosari,2-star hotel,2.7,(47),"IDR 66,561",Surabaya,False,False,False,False,False,False,False
838,RedDoorz @ Jemursari Surabaya 2,2-star hotel,4.4,(142),"IDR 112,515",Surabaya,True,False,False,False,False,False,False
839,Capsule Homestay,2-star hotel,3.9,(631),"IDR 104,545",Surabaya,True,False,False,False,False,False,False
840,OYO 469 Bumi Banyu Bening Syariah,2-star hotel,4.3,(201),"IDR 150,339",Surabaya,True,False,False,False,False,False,False
841,RedDoorz @ Urip Sumoharjo,2-star hotel,4,(87),"IDR 120,375",Surabaya,True,False,False,False,False,True,False
842,OYO 143 Dukuh Kupang Residence,2-star hotel,4,(270),"IDR 84,413",Surabaya,False,False,False,False,False,False,False
843,OYO 469 Bumi Banyu Bening Syariah,2-star hotel,4.3,(201),"IDR 130,500",Surabaya,True,False,False,False,False,False,False
844,OYO 252 Istana Permata Ngagel,2-star hotel,3.5,"(1,097)","IDR 222,428",Surabaya,True,False,False,False,False,False,False
845,Audah Syariah Residence RedPartner,2-star hotel,4.1,(464),"IDR 94,656",Surabaya,True,False,False,False,False,False,False
846,OYO 3966 Jemur Residence,2-star hotel,2,(4),"IDR 104,979",Surabaya,False,False,False,False,False,False,False
849,RedDoorz @ Wiyung 2,2-star hotel,4.1,(168),"IDR 204,217",Surabaya,True,False,False,False,False,False,False
852,RedDoorz near Suroboyo Carnival Park,2-star hotel,3.9,(368),"IDR 110,154",Surabaya,False,False,False,False,False,False,False
853,Capsule Homestay,2-star hotel,3.9,(631),"IDR 104,545",Surabaya,True,False,False,False,False,False,False
854,OYO 469 Bumi Banyu Bening Syariah,2-star hotel,4.3,(201),"IDR 150,339",Surabaya,True,False,False,False,False,False,False
857,OYO 450 Semampir Residence,2-star hotel,4.1,(230),"IDR 119,027",Surabaya,True,False,False,False,False,False,False
859,RedDoorz @ Raya Ngagel 2,2-star hotel,3.4,(109),"IDR 140,772",Surabaya,False,False,False,False,False,False,False
867,Capsule Homestay,2-star hotel,3.9,(631),"IDR 104,545",Surabaya,True,False,False,False,False,False,False
868,OYO 469 Bumi Banyu Bening Syariah,2-star hotel,4.3,(201),"IDR 150,339",Surabaya,True,False,False,False,False,False,False
869,KANWA Residence,2-star hotel,4.2,(78),"IDR 168,730",Surabaya,True,False,False,False,False,False,False
870,Capsule Homestay,2-star hotel,3.9,(631),"IDR 72,188",Surabaya,True,False,False,False,False,False,False
871,Hotel Tanjung Surabaya,2-star hotel,3.5,(523),"IDR 151,602",Surabaya,True,False,False,False,False,True,False
872,OYO Flagship 2261 Pp Properti Pavilion Permata,2-star hotel,3.6,(114),"IDR 126,087",Surabaya,True,False,True,False,True,False,False
873,Frank's Hotel,2-star hotel,4.1,(400),"IDR 260,000",Surabaya,False,False,False,False,False,True,False
875,RedDoorz @ Panglima Sudirman,2-star hotel,4.1,(285),"IDR 113,097",Surabaya,False,False,False,False,False,False,False
876,Metro Hotel,2-star hotel,4,(342),"IDR 156,750",Surabaya,True,False,False,False,False,False,False
877,Graha Deanofa Syariah,2-star hotel,4.1,(193),"IDR 113,432",Surabaya,True,False,False,False,False,False,False
878,OYO Hotel Istana Permata Juanda,2-star hotel,3.5,(35),"IDR 162,280",Surabaya,False,False,False,False,False,False,False
879,Hotel Sulawesi Kertajaya,2-star hotel,4.2,(591),"IDR 240,061",Surabaya,True,False,False,False,False,False,False
880,C.Stone Hotel Suramadu,2-star hotel,3.9,(273),"IDR 272,301",Surabaya,True,False,False,False,False,False,False
881,Capsule Homestay,2-star hotel,3.9,(631),"IDR 104,545",Surabaya,True,False,False,False,False,False,False
882,OYO 469 Bumi Banyu Bening Syariah,2-star hotel,4.3,(201),"IDR 150,339",Surabaya,True,False,False,False,False,False,False
883,Mira Inn,2-star hotel,3.7,(270),"IDR 400,000",Surabaya,True,False,False,False,False,False,False
884,OYO Flagship 90717 Hotel Kalimantan Surabaya,2-star hotel,3.9,(121),"IDR 114,845",Surabaya,False,False,False,False,False,False,False
886,Mutiara Timor Hotel,2-star hotel,4.1,(336),"IDR 188,100",Surabaya,True,False,False,False,False,False,False
887,Kertajaya Residence Syariah Surabaya,2-star hotel,4.5,(68),"IDR 135,106",Surabaya,True,False,False,False,False,False,False
888,My Hommy Guest House,2-star hotel,3.9,(61),"IDR 223,684",Surabaya,False,False,False,False,False,False,False
892,Hotel Mesir,2-star hotel,4,(134),"IDR 1,374,843",Surabaya,True,False,False,False,False,True,False
893,OYO Life 3847 Drainbow Family Homestay,2-star hotel,4.1,(105),"IDR 220,749",Surabaya,True,False,False,False,False,False,False
894,casa sidoluhur 17,2-star hotel,4.6,(39),"IDR 170,206",Surabaya,True,False,False,False,False,False,False
895,Capsule Homestay,2-star hotel,3.9,(631),"IDR 104,545",Surabaya,True,False,False,False,False,False,False
896,OYO 469 Bumi Banyu Bening Syariah,2-star hotel,4.3,(201),"IDR 150,339",Surabaya,True,False,False,False,False,False,False
897,Sparkling Backpacker Hotel,2-star hotel,3.8,(355),"IDR 1,360,781",Surabaya,True,False,False,False,False,False,False
899,RedDoorz @ Rungkut,2-star hotel,3.5,(116),"IDR 86,399",Surabaya,True,False,False,False,False,False,False
904,Graha Matahari Syariah Karah,2-star hotel,4.1,(57),"IDR 67,441",Surabaya,True,False,False,False,False,False,False
906,RedDoorz near Pelabuhan Tanjung Perak 2 Surabaya,2-star hotel,4,(359),"IDR 124,688",Surabaya,True,False,False,False,False,False,False
907,RedDoorz near Taman Bungkul,2-star hotel,3.9,(124),"IDR 144,942",Surabaya,False,False,False,False,False,False,False
908,OYO 90901 Taman Daun,2-star hotel,4,(41),"IDR 166,082",Surabaya,False,False,False,False,False,False,False
909,Capsule Homestay,2-star hotel,3.9,(631),"IDR 104,545",Surabaya,True,False,False,False,False,False,False
910,OYO 469 Bumi Banyu Bening Syariah,2-star hotel,4.3,(201),"IDR 150,339",Surabaya,True,False,False,False,False,False,False
911,Graha Sekar Arum RedPartner,2-star hotel,4,(109),"IDR 180,159",Surabaya,False,False,False,False,False,False,False
913,OYO 3782 Gunung Anyar,2-star hotel,3.9,(72),"IDR 110,822",Surabaya,True,False,False,False,False,False,False
915,RedDoorz near Universitas Wijaya Kusuma 2,2-star hotel,4.2,(180),"IDR 200,203",Surabaya,True,False,False,False,False,False,False
917,ZEN Rooms Kalimas KH Mas Mansyur,2-star hotel,3.7,(17),"IDR 405,813",Surabaya,True,False,False,False,False,True,False
923,Capsule Homestay,2-star hotel,3.9,(631),"IDR 104,545",Surabaya,True,False,False,False,False,False,False
924,OYO 469 Bumi Banyu Bening Syariah,2-star hotel,4.3,(201),"IDR 150,339",Surabaya,True,False,False,False,False,False,False
933,OYO 134 Lg Residence,2-star hotel,4,(140),"IDR 121,500",Surabaya,True,False,False,False,False,False,False
937,Capsule Homestay,2-star hotel,3.9,(631),"IDR 104,545",Surabaya,True,False,False,False,False,False,False
938,OYO 469 Bumi Banyu Bening Syariah,2-star hotel,4.3,(201),"IDR 150,339",Surabaya,True,False,False,False,False,False,False
951,Whiz Prime Hotel Darmo Harapan,3-star hotel,4.1,"(2,359)","IDR 318,002",Surabaya,True,False,True,False,False,True,False
952,Gunawangsa Hotel MERR,3-star hotel,4.3,"(4,907)","IDR 346,172",Surabaya,False,False,True,True,True,True,False
953,Hotel Gunawangsa Manyar,3-star hotel,4.4,"(5,284)","IDR 210,568",Surabaya,True,False,True,False,True,True,False
954,Quest Hotel Darmo Surabaya,3-star hotel,4.4,"(5,500)","IDR 297,835",Surabaya,True,False,True,True,True,True,False
955,ibis Surabaya City Center,3-star hotel,4.5,"(5,171)","IDR 317,413",Surabaya,True,False,False,True,False,True,False
956,ASTON Inn Jemursari,3-star hotel,4.6,(526),"IDR 310,800",Surabaya,True,True,True,False,False,True,False
957,Country Heritage Resort Hotel,3-star hotel,4.2,"(2,245)","IDR 198,400",Surabaya,True,True,True,False,True,True,False
958,ARTOTEL Surabaya,3-star hotel,4.3,"(2,458)","IDR 254,218",Surabaya,True,False,False,False,False,True,False
959,Swiss-Belinn Tunjungan,3-star hotel,4.6,"(7,018)","IDR 502,925",Surabaya,True,True,True,True,True,False,False
960,The Life Hotel,3-star hotel,4,"(1,948)","IDR 187,207",Surabaya,False,False,False,False,False,True,False
961,Red Planet Hotel Surabaya,3-star hotel,4.4,"(3,310)","IDR 188,239",Surabaya,True,False,False,False,False,True,False
962,G Suites Hotel,3-star hotel,4.2,"(3,644)","IDR 214,634",Surabaya,True,False,False,True,True,True,False
963,Great Diponegoro Hotel Surabaya,3-star hotel,4.5,"(3,050)","IDR 263,790",Surabaya,True,True,False,False,False,True,True
964,LUMINOR Hotel,3-star hotel,4.5,"(6,782)","IDR 438,665",Surabaya,True,False,False,True,True,True,False
965,Great Diponegoro Hotel Surabaya,3-star hotel,4.5,"(3,050)","IDR 252,340",Surabaya,True,True,False,False,False,True,True
966,Kokoon Hotel Surabaya,3-star hotel,4.6,"(1,546)","IDR 340,900",Surabaya,True,False,True,True,True,True,False
967,Midtown Hotel Surabaya,3-star hotel,4.4,"(3,716)","IDR 345,206",Surabaya,True,False,False,True,False,True,False
968,Luxpoint Hotel Surabaya,3-star hotel,4,(967),"IDR 180,540",Surabaya,True,False,False,False,False,True,False
969,Hotel Dafam Pacific Caesar Surabaya,3-star hotel,4.5,"(2,711)","IDR 370,469",Surabaya,True,False,False,False,False,True,False
970,De Puri Boutique Hotel,3-star hotel,4.1,(663),"IDR 144,431",Surabaya,True,False,False,False,False,True,False
971,favehotel Rungkut Surabaya,3-star hotel,4.5,"(8,258)","IDR 248,448",Surabaya,True,False,True,False,False,True,False
972,Bonnet Hotel Surabaya,3-star hotel,4.3,"(1,893)","IDR 279,579",Surabaya,True,False,False,True,False,True,False
973,Elmi Hotel,3-star hotel,4.5,"(4,594)","IDR 261,815",Surabaya,True,False,True,True,True,True,False
974,Cleo Hotel Jemursari,3-star hotel,4.3,"(3,272)","IDR 241,281",Surabaya,True,False,False,False,False,True,False
975,Grand Surabaya,3-star hotel,4.2,"(2,681)","IDR 276,117",Surabaya,True,False,True,False,False,True,False
976,MaxOneHotels.com @ Tidar Surabaya,3-star hotel,4.4,"(3,266)","IDR 315,046",Surabaya,True,True,False,False,False,True,False
977,PrimeBiz Hotel Surabaya,3-star hotel,4.5,"(3,155)","IDR 276,521",Surabaya,True,False,False,True,False,True,False
978,Swiss-Belinn Manyar Surabaya,3-star hotel,4.4,"(5,832)","IDR 429,250",Surabaya,True,True,True,False,False,True,False
979,The Life Hotel,3-star hotel,4,"(1,948)","IDR 194,778",Surabaya,False,False,False,False,False,True,False
980,BATIQA Hotel Darmo - Surabaya,3-star hotel,4.5,"(1,797)","IDR 272,358",Surabaya,True,True,False,False,False,True,False
981,Gunawangsa Hotel MERR,3-star hotel,4.3,"(4,907)","IDR 268,732",Surabaya,False,False,True,True,True,True,False
982,BATIQA Hotel Darmo - Surabaya,3-star hotel,4.5,"(1,797)","IDR 261,990",Surabaya,True,True,False,False,False,True,False
983,YELLO Hotel Jemursari - Surabaya,3-star hotel,4.4,"(3,926)","IDR 313,357",Surabaya,True,True,False,False,False,True,False
984,Hotel Santika Jemursari Surabaya,3-star hotel,4.4,"(3,897)","IDR 380,190",Surabaya,True,False,False,True,True,True,False
985,Hotel Neo+ Waru - Sidoarjo,3-star hotel,4.4,"(3,000)","IDR 339,980",Surabaya,True,False,False,False,False,True,False
986,KHAS Surabaya Hotel,3-star hotel,4.4,"(2,462)","IDR 302,039",Surabaya,True,False,False,False,False,True,False
987,Amaris Hotel Darmo Surabaya,3-star hotel,4.4,"(2,575)","IDR 278,025",Surabaya,True,False,False,False,False,True,False
988,Cleo Hotel Walikota Mustajab,3-star hotel,4.2,"(1,069)","IDR 252,000",Surabaya,True,False,False,False,False,True,False
989,REGANTRIS HOTEL SURABAYA,3-star hotel,4.5,(503),"IDR 275,536",Surabaya,True,False,False,True,False,True,False
990,CitiHub Hotel @Arjuna,3-star hotel,4.3,(575),"IDR 179,590",Surabaya,True,False,False,False,False,True,False
991,La Lisa Hotel Surabaya,3-star hotel,4.4,"(2,010)","IDR 381,993",Surabaya,True,True,True,False,False,True,False
992,Kampi Hotel Tunjungan Surabaya,3-star hotel,4.6,"(3,257)","IDR 399,883",Surabaya,True,True,False,False,True,True,False
993,favehotel Rungkut Surabaya,3-star hotel,4.5,"(8,252)","IDR 314,688",Surabaya,True,False,True,False,False,True,False
994,Bonnet Hotel Surabaya,3-star hotel,4.3,"(1,893)","IDR 366,659",Surabaya,True,False,False,True,False,True,False
995,Kokoon Hotel Surabaya,3-star hotel,4.6,"(1,546)","IDR 288,874",Surabaya,True,False,True,True,True,True,False
996,Maumu Hotel & Lounge,3-star hotel,3.9,"(1,149)","IDR 161,791",Surabaya,True,False,False,False,False,True,False
997,Narita Hotel Surabaya,3-star hotel,4.4,"(3,391)","IDR 509,994",Surabaya,True,False,False,True,True,False,True
998,New Coklat Hotel,3-star hotel,4.2,"(1,224)","IDR 218,440",Surabaya,True,False,False,False,False,True,False
999,MaxOne Hotel Dharmahusada,3-star hotel,4.4,"(2,805)","IDR 316,136",Surabaya,True,True,False,False,False,True,False
1000,Royal Regantris Cendana,3-star hotel,4.5,"(2,162)","IDR 309,026",Surabaya,True,False,False,False,False,True,False
1001,Zoom Smart Hotel,3-star hotel,4.1,"(1,854)","IDR 257,753",Surabaya,True,False,False,False,False,True,False
1002,Citihub Hotel @Tunjungan,3-star hotel,4.2,(597),"IDR 215,000",Surabaya,True,False,False,False,False,False,False
1003,CitiHub Hotel @Sudirman,3-star hotel,4.2,(679),"IDR 248,426",Surabaya,True,False,False,False,False,True,False
1004,Choice city Hotel BG Junction,3-star hotel,4.5,(609),"IDR 267,136",Surabaya,True,False,False,False,False,True,False
1005,favehotel Graha Agung Surabaya,3-star hotel,4.2,"(2,758)","IDR 321,834",Surabaya,True,False,False,False,False,True,False
1006,Namira Syariah Hotel Surabaya,3-star hotel,4.5,"(1,762)","IDR 495,105",Surabaya,True,False,False,False,False,True,False
1007,Grand Surabaya,3-star hotel,4.2,"(2,681)","IDR 286,368",Surabaya,True,False,True,False,False,True,False
1008,RedDoorz Pucang Anom,3-star hotel,4.3,(22),"IDR 167,565",Surabaya,False,False,False,False,False,False,False
1009,Whiz Prime Hotel Darmo Harapan,3-star hotel,4.1,"(2,359)","IDR 279,652",Surabaya,True,False,True,False,False,True,False
1010,Veni Vidi Vici (V3 Hotel),3-star hotel,3.9,(918),"IDR 140,688",Surabaya,True,False,False,False,False,True,False
1011,Best Hotel,3-star hotel,4.2,"(1,474)","IDR 300,000",Surabaya,True,False,False,False,False,True,False
1012,Hotel Bisanta Bidakara Surabaya,3-star hotel,4.2,"(2,103)","IDR 284,976",Surabaya,True,False,True,True,True,True,False
1013,New Grand Park Hotel,3-star hotel,3.7,"(1,115)","IDR 209,426",Surabaya,True,False,False,False,False,True,False
1014,Hotel NEO Gubeng,3-star hotel,4.4,"(2,721)","IDR 314,669",Surabaya,True,False,False,False,False,True,False
1015,High Point Serviced Apartment,3-star hotel,4.1,(662),"IDR 213,020",Surabaya,True,False,False,False,True,True,False
1016,Citihub Hotel @Mayjend Sungkono,3-star hotel,4,(576),"IDR 232,419",Surabaya,True,False,False,False,False,True,False
1017,Bekizaar Business Hotel,3-star hotel,4.3,"(1,694)","IDR 262,090",Surabaya,True,False,False,False,False,True,False
1018,Varna Culture Hotel Surabaya,3-star hotel,4.4,"(1,476)","IDR 206,403",Surabaya,True,False,False,True,False,True,False
1019,MOSCHA Hotel Surabaya Gubeng,3-star hotel,4.3,(514),"IDR 251,500",Surabaya,True,False,False,False,False,True,False
1020,Tab Hotel,3-star hotel,4.1,(974),"IDR 211,727",Surabaya,True,False,False,False,False,True,False
1021,OYO 475 Kartika Syariah Homestay,3-star hotel,4.2,(292),"IDR 110,722",Surabaya,True,False,False,False,False,False,False
1022,Hotel De Ritz Residence,3-star hotel,4.1,(310),"IDR 94,370",Surabaya,True,False,False,False,False,False,False
1023,Whiz Residence Darmo Harapan Surabaya,3-star hotel,4.4,"(3,274)","IDR 459,000",Surabaya,True,False,True,True,True,True,False
1024,Collection O 15 Taman Melati Merr Surabaya,3-star hotel,4.3,(184),"IDR 225,071",Surabaya,True,False,True,False,False,False,False
1029,OYO 175 K-60 Residence,3-star hotel,4.6,(211),"IDR 145,012",Surabaya,True,False,False,False,False,False,False
1035,Omah Semampir at MERR by StayKu,3-star hotel,4,(21),"IDR 148,921",Surabaya,True,False,False,False,False,False,False
1036,Varna Culture Hotel Surabaya,3-star hotel,4.4,"(1,476)","IDR 227,919",Surabaya,True,False,False,True,False,True,False
1041,OYO 475 Kartika Syariah Homestay,3-star hotel,4.2,(292),"IDR 70,259",Surabaya,True,False,False,False,False,False,False
1046,The Life Hotel,3-star hotel,4,"(1,948)","IDR 187,207",Surabaya,False,False,False,False,False,True,False
1047,Great Diponegoro Hotel Surabaya,3-star hotel,4.5,"(3,050)","IDR 263,790",Surabaya,True,True,False,False,False,True,True
1048,LUMINOR Hotel,3-star hotel,4.5,"(6,782)","IDR 438,665",Surabaya,True,False,False,True,True,True,False
1049,Kost Grha Rahadi2,3-star hotel,4.3,(56),"IDR 120,175",Surabaya,False,False,False,False,False,False,False
1050,Maumu Hotel & Lounge,3-star hotel,3.9,"(1,149)","IDR 174,291",Surabaya,True,False,False,False,False,True,False
1051,OYO 197 Prime Royal Hotel,3-star hotel,3.9,"(1,779)","IDR 218,847",Surabaya,False,False,True,False,False,True,False
1052,Sumi Hotel Surabaya,3-star hotel,4.2,"(1,573)","IDR 201,309",Surabaya,True,False,False,False,False,True,False
1053,Hotel Arcadia Surabaya by Horison,3-star hotel,4.6,(582),"IDR 217,013",Surabaya,True,False,False,False,True,True,False
1054,J22 Jawa Hotel & Residence,3-star hotel,3.5,(321),"IDR 183,098",Surabaya,True,False,False,False,False,False,False
1055,Oriza Hotel Surabaya,3-star hotel,4.2,(729),"IDR 254,050",Surabaya,True,False,False,False,False,True,False
1056,Zoom Hotel Dharmahusada,3-star hotel,4.3,"(1,098)","IDR 291,060",Surabaya,True,False,False,False,False,True,False
1057,Quds Royal Hotel,3-star hotel,4.2,(968),"IDR 290,603",Surabaya,True,False,False,False,False,True,False
1058,H.O.M.E Guesthouse,3-star hotel,4.5,(203),"IDR 221,103",Surabaya,True,False,False,False,False,False,False
